matchKey,homeId,awayId,goalsHome,goalsAway
47-24,47,24,1,2
42-5,42,5,0,1
80-8,80,8,0,1
56-80,56,80,1,0
20-17,20,17,1,1
80-12,80,12,1,1
60-55,60,55,1,1
64-34,64,34,3,1
44-36,44,36,1,0
38-61,38,61,0,1
35-57,35,57,2,3
3-10,3,10,2,1
52-17,52,17,0,4
50-79,50,79,2,0
37-29,37,29,0,1
78-19,78,19,0,1
30-7,30,7,0,1
2-75,2,75,4,0
37-26,37,26,1,3
6-78,6,78,1,0
29-63,29,63,0,1
65-15,65,15,0,4
58-74,58,74,1,0
34-12,34,12,4,0
14-13,14,13,0,1
10-60,10,60,1,0
65-49,65,49,1,1
54-74,54,74,4,0
24-32,24,32,1,0
61-35,61,35,1,0
58-62,58,62,0,0
60-10,60,10,0,0
54-49,54,49,3,1
38-48,38,48,1,0
40-52,40,52,2,0
23-38,23,38,0,1
42-28,42,28,1,2
34-5,34,5,2,2
16-39,16,39,2,3
23-36,23,36,2,0
61-3,61,3,0,0
51-74,51,74,2,1
36-38,36,38,3,3
2-21,2,21,1,2
21-65,21,65,3,0
3-28,3,28,2,0
9-59,9,59,2,1
67-7,67,7,1,2
34-52,34,52,0,1
1-20,1,20,1,1
34-24,34,24,0,1
41-79,41,79,1,2
45-47,45,47,2,1
38-13,38,13,2,2
67-70,67,70,0,0
20-33,20,33,1,3
79-54,79,54,1,0
40-42,40,42,1,0
46-66,46,66,1,1
58-51,58,51,1,1
16-79,16,79,1,0
2-40,2,40,2,0
13-34,13,34,0,2
77-64,77,64,1,0
31-13,31,13,0,2
64-35,64,35,0,0
59-52,59,52,2,0
79-49,79,49,1,1
73-60,73,60,0,4
35-78,35,78,1,1
12-31,12,31,1,0
31-9,31,9,1,2
3-7,3,7,4,0
62-53,62,53,0,0
58-21,58,21,1,0
40-23,40,23,0,0
58-40,58,40,1,2
68-7,68,7,0,0
21-13,21,13,0,0
31-61,31,61,1,0
27-29,27,29,3,1
78-35,78,35,0,6
22-55,22,55,1,1
54-44,54,44,0,0
57-51,57,51,1,0
3-48,3,48,0,1
15-48,15,48,2,0
76-23,76,23,1,1
13-65,13,65,1,0
15-71,15,71,3,0
74-31,74,31,1,0
56-35,56,35,0,1
23-21,23,21,2,1
37-31,37,31,1,1
25-57,25,57,2,1
55-3,55,3,0,2
28-33,28,33,3,0
31-34,31,34,0,1
14-77,14,77,3,1
37-77,37,77,4,0
79-25,79,25,0,4
3-33,3,33,0,2
74-61,74,61,0,3
48-28,48,28,1,2
22-4,22,4,2,0
26-77,26,77,2,0
27-65,27,65,1,0
48-22,48,22,0,2
39-15,39,15,1,1
73-42,73,42,2,0
14-35,14,35,3,2
52-58,52,58,0,0
43-67,43,67,3,0
62-3,62,3,0,1
33-16,33,16,1,2
57-46,57,46,2,1
73-25,73,25,0,1
41-78,41,78,1,1
57-39,57,39,1,1
55-49,55,49,0,1
40-54,40,54,2,0
2-80,2,80,2,0
58-26,58,26,1,1
58-36,58,36,0,2
37-67,37,67,4,1
46-59,46,59,2,2
58-57,58,57,0,1
28-69,28,69,1,0
13-50,13,50,0,2
15-57,15,57,1,1
57-21,57,21,1,1
40-56,40,56,1,1
62-12,62,12,0,3
53-9,53,9,0,4
52-9,52,9,3,0
23-28,23,28,0,0
7-79,7,79,4,0
42-28,42,28,1,0
51-6,51,6,0,1
25-39,25,39,0,1
39-10,39,10,0,1
60-24,60,24,1,2
61-73,61,73,2,1
23-34,23,34,1,0
65-62,65,62,2,1
39-2,39,2,1,0
77-43,77,43,0,2
4-2,4,2,1,1
6-8,6,8,1,1
60-78,60,78,0,0
65-1,65,1,0,1
64-25,64,25,0,1
18-53,18,53,2,0
57-78,57,78,3,0
36-49,36,49,1,0
54-23,54,23,0,4
32-23,32,23,2,0
14-42,14,42,0,1
71-72,71,72,0,1
40-44,40,44,1,0
72-9,72,9,0,3
36-54,36,54,0,0
36-46,36,46,0,1
6-28,6,28,0,0
35-12,35,12,1,0
79-27,79,27,1,1
31-65,31,65,5,0
76-40,76,40,0,2
57-46,57,46,2,0
75-38,75,38,3,2
36-26,36,26,3,0
31-39,31,39,0,0
78-20,78,20,0,2
11-77,11,77,2,0
76-32,76,32,0,1
39-46,39,46,3,0
24-35,24,35,0,1
19-5,19,5,1,1
44-13,44,13,2,1
5-79,5,79,1,0
20-9,20,9,1,3
26-19,26,19,0,2
52-19,52,19,0,2
47-36,47,36,0,0
72-63,72,63,2,1
20-15,20,15,1,4
13-54,13,54,3,1
69-7,69,7,1,1
21-42,21,42,2,2
75-58,75,58,0,3
75-40,75,40,0,0
34-59,34,59,2,1
56-49,56,49,1,3
65-26,65,26,0,1
64-43,64,43,1,0
73-51,73,51,0,1
17-11,17,11,0,0
74-31,74,31,0,1
70-62,70,62,2,0
4-17,4,17,1,1
29-10,29,10,0,2
75-21,75,21,0,0
57-62,57,62,0,0
13-47,13,47,3,0
56-72,56,72,1,0
11-12,11,12,1,0
15-68,15,68,1,0
43-1,43,1,1,1
47-24,47,24,1,1
24-59,24,59,3,1
12-34,12,34,0,1
19-23,19,23,3,0
77-51,77,51,1,0
38-51,38,51,0,1
6-33,6,33,2,0
66-6,66,6,1,1
65-35,65,35,3,1
73-58,73,58,0,1
69-17,69,17,0,0
28-51,28,51,4,0
29-18,29,18,1,1
1-19,1,19,4,1
57-8,57,8,3,3
10-72,10,72,2,0
37-77,37,77,1,1
19-11,19,11,0,1
42-4,42,4,0,1
56-3,56,3,1,0
70-34,70,34,0,0
14-12,14,12,1,1
5-21,5,21,3,0
72-32,72,32,0,2
28-78,28,78,2,0
10-47,10,47,1,0
43-20,43,20,0,4
71-2,71,2,1,0
11-21,11,21,1,0
79-40,79,40,0,2
64-17,64,17,0,2
3-79,3,79,2,0
56-24,56,24,0,2
27-43,27,43,1,0
62-35,62,35,1,0
78-52,78,52,0,0
14-31,14,31,1,0
79-48,79,48,1,1
73-60,73,60,1,1
51-74,51,74,0,0
57-80,57,80,1,0
76-73,76,73,1,1
2-3,2,3,0,1
46-19,46,19,1,1
19-65,19,65,1,1
29-45,29,45,0,2
78-37,78,37,0,1
27-66,27,66,4,1
55-24,55,24,1,2
22-61,22,61,2,0
11-40,11,40,1,2
41-11,41,11,3,4
54-53,54,53,2,2
52-31,52,31,2,0
9-32,9,32,0,3
54-48,54,48,2,2
55-16,55,16,1,2
46-48,46,48,1,1
56-68,56,68,4,0
22-24,22,24,2,1
58-43,58,43,1,0
74-60,74,60,1,4
34-23,34,23,0,3
57-75,57,75,3,0
51-43,51,43,3,0
73-69,73,69,3,1
51-58,51,58,1,0
15-51,15,51,1,0
50-66,50,66,0,0
75-44,75,44,1,0
34-16,34,16,1,2
13-47,13,47,2,0
46-44,46,44,1,0
26-69,26,69,2,0
13-10,13,10,5,0
7-23,7,23,0,1
22-62,22,62,5,0
13-12,13,12,2,2
46-80,46,80,1,0
60-68,60,68,4,0
75-10,75,10,0,3
24-74,24,74,1,0
4-31,4,31,1,1
55-52,55,52,0,1
41-9,41,9,0,1
2-52,2,52,1,1
44-33,44,33,1,1
65-11,65,11,0,1
19-79,19,79,1,0
63-15,63,15,0,1
49-29,49,29,0,0
77-39,77,39,0,2
72-28,72,28,0,5
13-60,13,60,0,1
35-6,35,6,1,4
7-9,7,9,1,3
33-7,33,7,2,0
17-11,17,11,1,2
24-52,24,52,1,2
44-20,44,20,0,1
17-80,17,80,1,0
66-44,66,44,0,2
43-18,43,18,0,2
52-27,52,27,1,0
46-30,46,30,2,0
21-68,21,68,1,1
70-39,70,39,0,0
2-66,2,66,2,0
4-9,4,9,4,1
56-16,56,16,0,2
36-63,36,63,1,0
51-15,51,15,0,3
59-19,59,19,0,2
25-34,25,34,0,1
66-44,66,44,1,1
79-12,79,12,2,2
71-34,71,34,0,2
23-4,23,4,0,0
8-6,8,6,1,1
18-66,18,66,4,0
24-64,24,64,2,2
62-23,62,23,0,3
20-43,20,43,1,0
65-68,65,68,0,1
51-23,51,23,1,1
49-47,49,47,1,0
79-39,79,39,2,1
41-73,41,73,1,1
37-21,37,21,1,0
73-60,73,60,1,1
24-65,24,65,3,0
30-55,30,55,2,1
80-76,80,76,1,0
67-13,67,13,1,2
3-38,3,38,0,1
18-77,18,77,0,0
53-77,53,77,2,0
77-4,77,4,0,1
52-61,52,61,3,1
51-5,51,5,1,0
6-43,6,43,0,0
79-72,79,72,1,0
19-3,19,3,1,1
10-5,10,5,0,1
46-22,46,22,1,2
77-54,77,54,0,0
25-20,25,20,0,2
36-59,36,59,1,0
16-50,16,50,2,0
54-71,54,71,0,1
49-46,49,46,3,0
33-23,33,23,2,1
51-23,51,23,0,4
11-5,11,5,0,1
13-71,13,71,4,0
55-5,55,5,0,1
60-71,60,71,0,1
13-27,13,27,2,0
68-9,68,9,0,3
75-45,75,45,0,1
4-45,4,45,2,1
55-18,55,18,0,1
8-61,8,61,1,0
4-52,4,52,2,1
29-41,29,41,3,1
66-18,66,18,1,0
77-16,77,16,0,0
9-61,9,61,1,0
46-33,46,33,1,1
19-50,19,50,1,0
48-27,48,27,0,0
19-47,19,47,1,1
67-35,67,35,1,0
66-41,66,41,2,2
49-40,49,40,1,1
27-3,27,3,1,1
27-45,27,45,2,0
28-60,28,60,1,1
75-70,75,70,1,1
3-30,3,30,1,1
80-13,80,13,0,2
27-12,27,12,1,2
76-31,76,31,0,0
9-4,9,4,1,4
77-26,77,26,2,1
4-31,4,31,2,0
14-6,14,6,3,1
2-66,2,66,2,0
68-29,68,29,3,0
25-41,25,41,1,0
18-41,18,41,2,0
2-37,2,37,2,0
22-72,22,72,0,1
11-33,11,33,1,0
31-63,31,63,4,0
49-22,49,22,1,1
68-14,68,14,0,3
58-68,58,68,2,0
14-73,14,73,2,2
76-8,76,8,0,1
65-41,65,41,0,1
15-9,15,9,2,3
48-3,48,3,0,3
43-50,43,50,0,2
37-18,37,18,0,3
63-79,63,79,0,1
79-63,79,63,0,0
21-22,21,22,0,0
19-77,19,77,2,0
46-15,46,15,0,0
58-3,58,3,2,2
78-6,78,6,0,2
68-11,68,11,0,1
19-29,19,29,3,1
78-33,78,33,0,2
32-67,32,67,3,0
32-35,32,35,0,0
52-5,52,5,1,2
63-5,63,5,0,3
13-54,13,54,0,1
24-12,24,12,1,4
73-71,73,71,1,0
19-68,19,68,1,0
65-76,65,76,1,0
60-77,60,77,1,0
64-45,64,45,1,0
77-62,77,62,4,0
37-55,37,55,1,0
34-7,34,7,0,0
5-20,5,20,1,0
34-7,34,7,0,2
52-29,52,29,0,2
56-55,56,55,1,0
14-62,14,62,3,0
18-51,18,51,2,0
63-44,63,44,2,0
70-24,70,24,0,1
53-63,53,63,1,0
71-41,71,41,2,2
5-38,5,38,2,0
75-24,75,24,1,1
41-27,41,27,0,3
17-63,17,63,1,0
75-67,75,67,1,2
67-26,67,26,2,4
27-56,27,56,2,2
72-58,72,58,1,0
12-66,12,66,1,0
15-76,15,76,2,1
7-64,7,64,2,1
71-69,71,69,2,2
33-27,33,27,2,1
42-32,42,32,1,4
24-40,24,40,0,0
27-36,27,36,2,1
3-20,3,20,2,0
51-33,51,33,2,1
60-64,60,64,1,2
14-64,14,64,3,0
43-47,43,47,4,1
19-67,19,67,1,0
45-55,45,55,1,1
41-76,41,76,1,1
45-47,45,47,1,1
31-47,31,47,2,0
43-11,43,11,1,2
60-5,60,5,0,1
17-62,17,62,2,0
28-7,28,7,1,1
19-41,19,41,1,1
67-17,67,17,1,1
36-56,36,56,4,0
78-14,78,14,0,4
34-57,34,57,2,1
25-59,25,59,0,0
30-78,30,78,3,1
3-65,3,65,1,0
14-9,14,9,2,2
44-72,44,72,1,0
69-30,69,30,1,1
14-41,14,41,0,1
37-5,37,5,1,0
57-66,57,66,0,0
48-5,48,5,0,2
28-65,28,65,0,0
37-20,37,20,1,3
11-23,11,23,0,1
58-64,58,64,2,0
33-50,33,50,5,0
46-60,46,60,1,0
41-40,41,40,0,2
43-25,43,25,1,0
27-57,27,57,1,1
59-3,59,3,0,2
76-38,76,38,0,1
28-70,28,70,2,1
9-31,9,31,1,0
18-10,18,10,3,2
12-23,12,23,2,1
17-5,17,5,1,1
69-79,69,79,1,0
51-77,51,77,2,0
46-64,46,64,3,1
9-13,9,13,0,0
32-79,32,79,5,1
65-13,65,13,0,3
4-66,4,66,2,0
26-63,26,63,2,0
57-59,57,59,1,2
17-45,17,45,2,1
51-14,51,14,1,0
7-12,7,12,1,1
18-21,18,21,2,0
26-47,26,47,1,0
74-45,74,45,2,1
23-51,23,51,2,2
73-35,73,35,0,3
56-44,56,44,2,0
29-65,29,65,1,0
68-38,68,38,0,2
48-67,48,67,0,0
21-65,21,65,3,0
1-38,1,38,0,1
31-63,31,63,3,0
3-36,3,36,1,0
75-47,75,47,1,0
29-69,29,69,2,1
41-65,41,65,0,0
60-57,60,57,3,1
27-33,27,33,0,1
25-77,25,77,1,0
50-54,50,54,1,0
5-80,5,80,4,2
32-9,32,9,0,2
6-76,6,76,1,0
74-9,74,9,0,3
49-19,49,19,1,1
7-18,7,18,0,2
1-73,1,73,1,0
18-69,18,69,3,0
60-58,60,58,1,1
61-2,61,2,0,1
29-70,29,70,0,0
55-63,55,63,1,0
12-32,12,32,3,0
45-11,45,11,1,1
56-27,56,27,0,0
2-35,2,35,1,2
80-35,80,35,0,2
46-18,46,18,1,4
43-9,43,9,0,2
48-4,48,4,2,0
68-29,68,29,1,1
48-80,48,80,0,3
77-56,77,56,1,1
53-74,53,74,0,0
76-70,76,70,1,0
8-61,8,61,3,0
17-4,17,4,1,1
79-26,79,26,0,2
18-9,18,9,1,0
43-73,43,73,0,0
80-66,80,66,3,0
26-24,26,24,2,1
34-63,34,63,1,0
9-33,9,33,2,0
16-79,16,79,1,1
69-67,69,67,0,0
80-3,80,3,1,0
34-41,34,41,0,0
38-67,38,67,0,0
64-6,64,6,0,2
34-8,34,8,3,2
22-63,22,63,3,1
19-24,19,24,0,0
10-17,10,17,2,1
32-28,32,28,1,1
61-21,61,21,0,1
73-28,73,28,0,2
17-77,17,77,3,0
14-77,14,77,2,0
47-63,47,63,1,0
70-1,70,1,1,0
50-19,50,19,0,2
28-29,28,29,2,0
11-38,11,38,2,1
46-34,46,34,1,2
67-3,67,3,2,1
7-28,7,28,1,2
19-38,19,38,4,0
59-76,59,76,2,2
35-80,35,80,2,0
17-29,17,29,2,0
3-78,3,78,5,1
54-64,54,64,0,1
20-77,20,77,2,0
23-18,23,18,0,0
60-3,60,3,1,1
4-7,4,7,0,0
72-53,72,53,3,1
63-33,63,33,0,1
63-75,63,75,2,2
31-53,31,53,4,1
72-56,72,56,0,5
14-52,14,52,0,0
72-46,72,46,0,0
54-9,54,9,0,0
22-7,22,7,1,1
34-12,34,12,1,0
62-28,62,28,0,1
74-71,74,71,1,2
24-26,24,26,1,2
5-59,5,59,4,0
12-64,12,64,3,1
49-51,49,51,1,1
34-15,34,15,1,2
37-19,37,19,1,2
27-40,27,40,1,2
58-27,58,27,2,1
11-16,11,16,1,2
71-16,71,16,1,1
53-51,53,51,0,0
18-42,18,42,3,0
9-77,9,77,0,0
62-37,62,37,0,0
9-64,9,64,1,1
6-52,6,52,3,2
3-6,3,6,1,1
48-11,48,11,0,1
70-6,70,6,1,3
65-74,65,74,0,1
50-17,50,17,1,0
45-62,45,62,3,0
25-6,25,6,1,0
65-66,65,66,1,1
39-11,39,11,3,1
48-54,48,54,2,0
29-76,29,76,3,0
12-39,12,39,0,1
3-31,3,31,2,1
80-31,80,31,0,0
1-63,1,63,2,1
5-51,5,51,2,0
48-22,48,22,0,2
70-48,70,48,0,0
61-5,61,5,0,2
16-41,16,41,1,0
13-61,13,61,4,0
71-6,71,6,1,1
3-79,3,79,3,1
4-1,4,1,1,2
22-66,22,66,1,0
58-38,58,38,2,1
25-26,25,26,1,3
34-31,34,31,2,0
58-60,58,60,1,1
4-42,4,42,1,2
23-68,23,68,0,0
18-79,18,79,0,0
5-61,5,61,0,0
34-69,34,69,0,1
40-65,40,65,0,0
1-26,1,26,1,0
2-8,2,8,0,0
10-69,10,69,4,0
47-34,47,34,0,0
15-34,15,34,1,0
58-20,58,20,2,3
35-29,35,29,4,1
12-77,12,77,1,0
66-72,66,72,0,0
35-12,35,12,1,1
18-21,18,21,1,2
63-24,63,24,0,2
20-72,20,72,2,0
30-5,30,5,2,1
2-62,2,62,2,0
56-16,56,16,0,2
34-55,34,55,2,0
21-62,21,62,1,0
59-27,59,27,0,4
12-72,12,72,2,0
41-72,41,72,0,0
11-73,11,73,2,0
67-58,67,58,0,1
2-21,2,21,3,2
44-23,44,23,0,3
43-76,43,76,1,0
47-57,47,57,2,3
19-58,19,58,0,1
79-2,79,2,1,3
59-19,59,19,0,1
75-4,75,4,2,2
48-17,48,17,1,2
58-76,58,76,1,0
57-47,57,47,2,0
34-29,34,29,2,1
13-41,13,41,2,1
66-12,66,12,0,1
48-63,48,63,2,0
39-79,39,79,1,0
2-74,2,74,0,1
12-5,12,5,0,1
20-36,20,36,3,1
63-73,63,73,2,0
15-76,15,76,3,0
46-19,46,19,1,2
72-71,72,71,0,0
11-28,11,28,1,1
27-34,27,34,1,0
58-54,58,54,0,1
25-77,25,77,1,0
54-12,54,12,2,1
15-25,15,25,2,1
43-36,43,36,1,2
62-77,62,77,2,2
7-22,7,22,1,0
11-26,11,26,3,1
72-21,72,21,2,4
32-58,32,58,1,0
11-24,11,24,1,0
40-78,40,78,2,0
2-65,2,65,5,0
51-80,51,80,3,0
21-52,21,52,2,0
35-76,35,76,1,0
47-38,47,38,1,0
14-15,14,15,2,1
35-58,35,58,1,0
62-45,62,45,0,1
63-80,63,80,0,2
46-6,46,6,0,1
62-45,62,45,1,1
6-16,6,16,4,1
24-17,24,17,2,1
46-69,46,69,2,0
6-55,6,55,0,1
79-76,79,76,2,3
1-71,1,71,2,0
22-5,22,5,1,0
30-38,30,38,1,1
76-32,76,32,1,1
72-34,72,34,0,2
62-46,62,46,2,1
43-23,43,23,0,3
65-70,65,70,1,0
38-9,38,9,0,2
33-70,33,70,3,0
75-70,75,70,0,0
26-47,26,47,3,1
37-53,37,53,2,0
75-19,75,19,0,4
31-79,31,79,2,0
13-68,13,68,2,1
60-19,60,19,3,2
36-70,36,70,0,0
59-12,59,12,0,2
66-5,66,5,2,1
72-45,72,45,1,1
10-8,10,8,1,3
61-59,61,59,1,1
6-56,6,56,1,0
74-73,74,73,2,0
20-12,20,12,2,1
31-65,31,65,2,0
64-42,64,42,1,1
19-13,19,13,1,0
42-61,42,61,2,2
17-39,17,39,1,2
32-2,32,2,1,0
45-12,45,12,0,1
4-35,4,35,1,0
7-37,7,37,1,1
70-52,70,52,1,1
16-20,16,20,2,0
76-79,76,79,2,0
34-48,34,48,0,1
41-58,41,58,0,0
32-44,32,44,1,0
32-43,32,43,1,0
66-40,66,40,0,0
35-31,35,31,2,0
71-2,71,2,0,2
46-14,46,14,1,1
42-62,42,62,3,1
14-35,14,35,0,1
21-23,21,23,6,2
74-27,74,27,1,1
39-20,39,20,1,3
57-20,57,20,2,1
25-73,25,73,2,0
21-74,21,74,4,0
30-66,30,66,3,0
25-79,25,79,0,0
47-16,47,16,0,2
21-3,21,3,1,1
16-77,16,77,4,0
12-59,12,59,2,0
8-15,8,15,1,0
63-2,63,2,2,2
58-80,58,80,2,0
19-3,19,3,1,2
71-32,71,32,0,1
69-42,69,42,0,1
8-44,8,44,2,0
36-30,36,30,1,1
37-36,37,36,1,1
49-60,49,60,1,1
42-16,42,16,2,1
8-22,8,22,0,0
25-67,25,67,2,0
63-57,63,57,0,2
8-4,8,4,0,1
30-35,30,35,0,0
72-43,72,43,0,0
77-72,77,72,1,0
34-19,34,19,1,2
51-15,51,15,0,1
25-76,25,76,1,0
49-17,49,17,1,2
42-22,42,22,0,2
80-41,80,41,0,0
78-80,78,80,2,0
72-36,72,36,0,4
3-74,3,74,2,0
78-27,78,27,1,2
49-5,49,5,1,3
43-29,43,29,0,0
30-41,30,41,2,2
68-62,68,62,0,1
5-3,5,3,2,0
7-32,7,32,0,0
11-70,11,70,2,0
42-38,42,38,0,2
5-21,5,21,1,1
4-19,4,19,1,0
16-78,16,78,2,1
47-54,47,54,1,0
49-61,49,61,2,1
1-48,1,48,0,1
31-21,31,21,1,0
54-13,54,13,0,3
24-7,24,7,0,0
45-38,45,38,1,1
71-47,71,47,1,2
55-61,55,61,0,0
41-65,41,65,3,0
14-30,14,30,0,0
11-31,11,31,1,0
31-5,31,5,3,0
39-41,39,41,2,0
78-8,78,8,0,4
40-45,40,45,2,3
62-26,62,26,0,1
19-48,19,48,1,0
53-46,53,46,2,0
58-76,58,76,1,0
52-53,52,53,2,0
18-43,18,43,2,0
21-55,21,55,2,0
51-37,51,37,0,2
16-48,16,48,0,0
9-17,9,17,1,0
72-67,72,67,1,2
70-2,70,2,1,3
64-63,64,63,1,3
45-26,45,26,0,0
18-5,18,5,2,0
75-13,75,13,1,2
76-49,76,49,0,2
75-62,75,62,1,0
68-56,68,56,1,1
54-53,54,53,0,0
59-65,59,65,1,0
53-22,53,22,1,1
62-78,62,78,1,1
39-15,39,15,1,2
13-6,13,6,0,0
31-26,31,26,1,1
42-35,42,35,1,3
77-80,77,80,1,0
65-75,65,75,3,2
76-62,76,62,0,1
40-13,40,13,0,1
41-25,41,25,0,2
10-80,10,80,2,0
55-64,55,64,1,0
20-70,20,70,3,0
68-44,68,44,2,1
62-31,62,31,1,1
16-19,16,19,0,3
26-12,26,12,1,1
79-35,79,35,0,2
35-27,35,27,0,2
76-20,76,20,0,2
9-56,9,56,2,0
21-24,21,24,1,1
9-22,9,22,2,0
42-78,42,78,3,0
68-64,68,64,2,0
63-17,63,17,0,3
41-27,41,27,0,1
80-46,80,46,1,0
16-9,16,9,4,0
16-41,16,41,1,0
46-34,46,34,2,1
73-64,73,64,0,1
2-40,2,40,1,2
26-75,26,75,1,1
43-61,43,61,1,0
74-54,74,54,2,0
4-25,4,25,1,1
40-51,40,51,1,0
54-64,54,64,1,1
63-61,63,61,1,2
13-51,13,51,1,0
47-3,47,3,1,3
57-26,57,26,1,1
16-24,16,24,0,0
23-26,23,26,0,1
26-76,26,76,3,0
55-38,55,38,0,3
17-46,17,46,3,0
49-72,49,72,2,2
49-23,49,23,2,1
57-33,57,33,0,0
7-74,7,74,1,0
1-34,1,34,1,0
54-76,54,76,0,0
42-54,42,54,3,0
22-43,22,43,2,0
5-21,5,21,0,1
29-61,29,61,1,0
19-80,19,80,2,0
80-27,80,27,0,1
47-66,47,66,3,0
75-43,75,43,0,1
63-58,63,58,1,2
56-29,56,29,0,2
71-25,71,25,1,0
63-18,63,18,0,0
9-72,9,72,2,0
74-49,74,49,0,4
59-67,59,67,2,0
79-27,79,27,1,1
58-24,58,24,1,0
28-46,28,46,0,1
8-52,8,52,2,0
68-31,68,31,1,3
41-37,41,37,0,0
59-67,59,67,1,0
7-26,7,26,2,0
74-61,74,61,1,2
31-23,31,23,1,2
63-52,63,52,0,1
37-20,37,20,2,0
15-80,15,80,1,0
42-56,42,56,1,1
75-58,75,58,1,2
71-19,71,19,0,0
1-71,1,71,0,0
67-40,67,40,1,1
45-12,45,12,0,2
64-8,64,8,0,2
51-67,51,67,1,0
64-21,64,21,0,1
3-5,3,5,1,2
50-79,50,79,0,0
36-76,36,76,3,0
41-18,41,18,1,1
61-44,61,44,0,1
25-67,25,67,0,1
52-33,52,33,2,0
59-11,59,11,2,0
73-33,73,33,3,1
7-28,7,28,1,0
27-42,27,42,1,0
6-71,6,71,3,0
71-11,71,11,1,4
77-1,77,1,0,1
18-60,18,60,1,0
20-12,20,12,1,2
39-34,39,34,1,0
76-7,76,7,1,0
24-4,24,4,0,3
73-66,73,66,0,0
65-2,65,2,0,5
67-48,67,48,0,1
22-62,22,62,4,0
10-35,10,35,2,1
24-57,24,57,3,1
64-44,64,44,1,1
45-27,45,27,2,0
73-54,73,54,0,1
51-57,51,57,4,0
62-16,62,16,1,1
70-25,70,25,1,1
29-12,29,12,2,1
1-55,1,55,1,1
15-19,15,19,2,1
67-4,67,4,0,2
4-17,4,17,1,1
13-20,13,20,2,0
66-43,66,43,1,2
31-11,31,11,1,1
27-55,27,55,2,0
17-65,17,65,0,0
38-21,38,21,1,2
7-9,7,9,3,0
79-39,79,39,0,3
48-25,48,25,0,0
60-26,60,26,0,0
59-45,59,45,1,1
70-46,70,46,1,1
49-36,49,36,0,1
64-4,64,4,1,1
59-74,59,74,1,1
10-42,10,42,2,0
58-15,58,15,1,2
75-30,75,30,1,0
56-40,56,40,2,1
69-61,69,61,3,1
79-48,79,48,1,2
50-77,50,77,4,0
60-36,60,36,0,1
20-25,20,25,0,0
68-44,68,44,0,2
14-12,14,12,1,0
13-57,13,57,2,0
11-13,11,13,0,0
2-11,2,11,1,1
54-49,54,49,1,0
4-44,4,44,1,1
64-79,64,79,1,0
76-33,76,33,1,0
67-45,67,45,1,0
32-2,32,2,3,0
69-70,69,70,1,1
78-48,78,48,0,3
58-10,58,10,2,1
28-45,28,45,1,0
7-60,7,60,0,0
60-43,60,43,2,1
33-66,33,66,2,0
49-10,49,10,3,2
5-44,5,44,0,1
43-2,43,2,0,0
15-76,15,76,1,1
50-74,50,74,0,0
79-27,79,27,0,3
73-63,73,63,0,2
16-29,16,29,2,1
13-23,13,23,3,1
61-16,61,16,0,1
78-43,78,43,0,0
8-11,8,11,0,1
26-18,26,18,0,2
24-42,24,42,3,0
62-53,62,53,0,1
67-76,67,76,1,2
43-5,43,5,1,1
45-29,45,29,2,0
79-75,79,75,1,1
23-37,23,37,1,0
3-47,3,47,2,0
1-7,1,7,1,0
64-49,64,49,1,0
36-16,36,16,0,1
50-40,50,40,3,1
12-23,12,23,2,2
13-63,13,63,2,0
64-61,64,61,3,2
70-3,70,3,2,2
4-72,4,72,4,0
62-15,62,15,0,2
18-30,18,30,3,1
4-68,4,68,2,0
14-43,14,43,1,1
20-74,20,74,1,0
22-74,22,74,1,0
18-72,18,72,3,0
40-53,40,53,2,1
37-29,37,29,1,1
34-79,34,79,3,0
79-66,79,66,0,2
4-55,4,55,2,1
50-76,50,76,1,1
32-62,32,62,2,1
75-14,75,14,1,1
40-71,40,71,2,0
5-42,5,42,2,0
34-25,34,25,0,2
19-52,19,52,4,0
59-78,59,78,2,0
24-3,24,3,2,1
48-61,48,61,2,1
14-23,14,23,1,0
61-67,61,67,0,0
39-60,39,60,2,1
70-48,70,48,1,1
45-62,45,62,0,0
16-9,16,9,0,0
52-17,52,17,0,3
22-80,22,80,1,0
67-37,67,37,0,2
29-24,29,24,0,3
56-27,56,27,0,1
63-46,63,46,1,0
7-69,7,69,2,0
63-42,63,42,1,1
4-7,4,7,1,0
77-51,77,51,1,0
74-22,74,22,0,0
4-27,4,27,1,0
24-70,24,70,1,0
27-73,27,73,2,0
52-13,52,13,1,2
24-64,24,64,3,0
17-9,17,9,1,1
11-45,11,45,2,0
54-33,54,33,0,1
53-52,53,52,0,1
21-36,21,36,2,0
59-8,59,8,0,3
4-54,4,54,2,1
54-25,54,25,0,1
26-73,26,73,0,0
16-42,16,42,1,0
32-77,32,77,1,0
67-6,67,6,0,1
8-27,8,27,2,0
59-11,59,11,0,2
20-74,20,74,2,0
36-63,36,63,2,1
3-40,3,40,1,1
29-27,29,27,0,1
20-52,20,52,3,1
65-37,65,37,0,0
11-30,11,30,1,2
64-67,64,67,3,0
60-41,60,41,2,1
42-14,42,14,0,3
49-24,49,24,3,2
38-70,38,70,2,0
35-70,35,70,3,0
73-21,73,21,0,2
52-18,52,18,2,1
52-7,52,7,1,2
52-49,52,49,3,0
34-61,34,61,0,1
2-30,2,30,0,1
40-63,40,63,2,0
71-64,71,64,0,0
77-14,77,14,0,0
40-44,40,44,1,0
16-33,16,33,0,3
